0	2.0487	1	1.0487

1	1.6291	2.0487	0.419607

2	1.28059	1.6291	0.348508

3	1.02891	1.28059	0.251674

4	0.873296	1.02891	0.155619

5	0.982598	0.873296	0.109303

6	0.962511	0.982598	0.0200875

7	0.963158	0.962511	0.000646652

8	1.00978	0.963158	0.0466179

9	0.953878	1.00978	0.0558975

10	0.922606	0.953878	0.0312717

11	0.841552	0.922606	0.0810538

12	0.856492	0.841552	0.014939

13	0.836021	0.856492	0.0204708

14	0.912694	0.836021	0.076673

15	0.756186	0.912694	0.156508

16	0.839248	0.756186	0.083062

17	0.87937	0.839248	0.0401219

18	0.833876	0.87937	0.0454937

19	0.699019	0.833876	0.134857

20	0.763559	0.699019	0.0645396

21	0.801021	0.763559	0.0374624

22	0.745766	0.801021	0.0552546

23	0.730512	0.745766	0.0152543

24	0.771066	0.730512	0.0405535

25	0.696094	0.771066	0.0749712

26	0.682503	0.696094	0.0135909

27	0.698947	0.682503	0.0164439

28	0.786104	0.698947	0.0871571

29	0.657698	0.786104	0.128406

30	0.668597	0.657698	0.0108992

31	0.654661	0.668597	0.013936

32	0.747284	0.654661	0.0926231

33	0.647653	0.747284	0.0996308

34	0.668222	0.647653	0.020569

35	0.619793	0.668222	0.0484291

36	0.72871	0.619793	0.108917

37	0.638565	0.72871	0.0901453

38	0.640664	0.638565	0.0020997

39	0.649051	0.640664	0.0083867

40	0.619054	0.649051	0.0299971

41	0.650872	0.619054	0.0318179

42	0.646871	0.650872	0.00400067

43	0.656138	0.646871	0.00926701

44	0.579343	0.656138	0.0767951

45	0.693315	0.579343	0.113972

46	0.6028	0.693315	0.0905149

47	0.609634	0.6028	0.00683418

48	0.709056	0.609634	0.0994218

49	0.619285	0.709056	0.0897711

50	0.588945	0.619285	0.0303394

51	0.566921	0.588945	0.0220247

52	0.669839	0.566921	0.102919

53	0.69706	0.669839	0.0272212

54	0.565965	0.69706	0.131095

55	0.574503	0.565965	0.00853813

56	0.631933	0.574503	0.05743

57	0.600799	0.631933	0.0311346

58	0.630976	0.600799	0.0301776

59	0.571833	0.630976	0.0591426

60	0.569251	0.571833	0.00258228

61	0.616402	0.569251	0.0471505

62	0.589478	0.616402	0.0269235

63	0.610595	0.589478	0.0211167

64	0.547329	0.610595	0.0632653

65	0.542864	0.547329	0.00446535

66	0.655706	0.542864	0.112842

67	0.575359	0.655706	0.0803472

68	0.525945	0.575359	0.0494137

69	0.549158	0.525945	0.0232125

70	0.567094	0.549158	0.017936

71	0.635488	0.567094	0.0683943

72	0.570546	0.635488	0.0649421

73	0.495551	0.570546	0.0749947

74	0.536457	0.495551	0.0409055

75	0.55687	0.536457	0.0204128

76	0.575542	0.55687	0.0186727

77	0.563276	0.575542	0.0122667

78	0.501409	0.563276	0.0618668

79	0.528156	0.501409	0.0267469

80	0.544319	0.528156	0.0161635

81	0.520447	0.544319	0.0238725

82	0.540137	0.520447	0.0196907

83	0.508636	0.540137	0.031501

84	0.528248	0.508636	0.0196119

85	0.534828	0.528248	0.00657932

86	0.487375	0.534828	0.0474527

87	0.535242	0.487375	0.0478672

88	0.507036	0.535242	0.0282064

89	0.478102	0.507036	0.0289341

90	0.560965	0.478102	0.0828633

91	0.503053	0.560965	0.057912

92	0.466337	0.503053	0.0367161

93	0.524108	0.466337	0.0577716

94	0.497984	0.524108	0.0261243

95	0.509657	0.497984	0.0116729

96	0.521039	0.509657	0.0113825

97	0.459461	0.521039	0.0615781

98	0.483975	0.459461	0.0245133

99	0.524511	0.483975	0.0405359

100	0.476286	0.524511	0.0482246

101	0.508176	0.476286	0.0318897

102	0.526817	0.508176	0.0186418

103	0.456072	0.526817	0.0707459

104	0.453239	0.456072	0.00283232

105	0.521409	0.453239	0.0681694

106	0.518601	0.521409	0.00280789

107	0.495315	0.518601	0.023286

108	0.450558	0.495315	0.0447569

109	0.448009	0.450558	0.00254845

110	0.553655	0.448009	0.105646

111	0.519469	0.553655	0.0341869

112	0.445072	0.519469	0.0743967

113	0.453673	0.445072	0.00860104

114	0.491676	0.453673	0.0380031

115	0.47886	0.491676	0.0128155

116	0.499918	0.47886	0.0210576

117	0.479542	0.499918	0.0203762

118	0.433113	0.479542	0.0464287

119	0.469103	0.433113	0.0359901

120	0.50734	0.469103	0.0382371

121	0.468791	0.50734	0.0385489

122	0.462392	0.468791	0.00639943

123	0.462835	0.462392	0.000442728

124	0.433489	0.462835	0.0293452

125	0.45909	0.433489	0.0256004

126	0.494956	0.45909	0.0358661

127	0.47319	0.494956	0.0217657

128	0.456554	0.47319	0.0166359

129	0.432484	0.456554	0.0240706

130	0.426715	0.432484	0.00576858

131	0.492835	0.426715	0.0661198

132	0.470017	0.492835	0.0228183

133	0.416268	0.470017	0.0537483

134	0.444847	0.416268	0.0285786

135	0.463993	0.444847	0.0191465

136	0.427244	0.463993	0.0367491

137	0.456558	0.427244	0.0293141

138	0.461408	0.456558	0.0048497

139	0.400529	0.461408	0.0608788

140	0.421227	0.400529	0.020698

141	0.506629	0.421227	0.0854014

142	0.440534	0.506629	0.0660947

143	0.390816	0.440534	0.0497184

144	0.446122	0.390816	0.0553066

145	0.461656	0.446122	0.0155341

146	0.413017	0.461656	0.0486391

147	0.421149	0.413017	0.0081319

148	0.465638	0.421149	0.0444883

149	0.428033	0.465638	0.0376046

150	0.398202	0.428033	0.0298313

151	0.422556	0.398202	0.0243545

152	0.424208	0.422556	0.00165173

153	0.420679	0.424208	0.00352878

154	0.454206	0.420679	0.0335265

155	0.440598	0.454206	0.0136081

156	0.392791	0.440598	0.0478062

157	0.386847	0.392791	0.00594451

158	0.425482	0.386847	0.0386352

159	0.439041	0.425482	0.013559

160	0.435866	0.439041	0.00317542

161	0.407841	0.435866	0.0280245

162	0.378226	0.407841	0.0296154

163	0.408376	0.378226	0.0301506

164	0.443588	0.408376	0.0352118

165	0.402129	0.443588	0.0414595

166	0.387219	0.402129	0.0149092

167	0.437094	0.387219	0.0498747

168	0.410884	0.437094	0.0262099

169	0.363398	0.410884	0.0474866

170	0.400955	0.363398	0.0375578

171	0.47542	0.400955	0.0744645

172	0.421299	0.47542	0.0541207

173	0.361989	0.421299	0.0593097

174	0.372982	0.361989	0.0109927

175	0.432173	0.372982	0.0591911

176	0.431974	0.432173	0.000199381

177	0.411624	0.431974	0.0203496

178	0.388172	0.411624	0.0234526

